Datafeed Field_ID,Factor Name,Description,Data Level,Coverage,Units,Typical Data Sources,Pillar Tags,Thematic Tags,MSCI Model Tags,Data Type,Record Type,Datatype in snowflake,Created Date,Last Updated Date,Asset Id,Dataset,Data Category,Package,Snowflake View
FUND_SUST_WATER_PCT,Fund Revenue Exposure to Sustainable Water (%),"A fund’s exposure to Sustainable Water is the portfolio weighted average of each company’s percent of revenue generated by Sustainable Water goods and services. Additionally, Sustainable Water revenue from companies with negative externalities is excluded.  Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,760b00b6-f29c-43b7-93ec-5cd24bb51b87,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG15_ACHIEVE_SIGNAL,Fund SDG 15 Achievement Signal,The fund's level of alignment in the achievement of SDG 15 (Life on Land) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,aa1be9d9-95f8-49a4-ad04-96ba73db742c,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG17_NEUTRAL_PCT,Fund SDG 17 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 17 (Partnerships for the Goals) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,99b9cb78-d25f-489e-a960-890b9280b2e1,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG05_ALIGN_PCT,Fund SDG 05 Aligned (%),The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 05 (Gender Equality) based on the nature of their product and services (e.g. contraceptives) and their operational alignment to the goal (e.g. diversity policies and participation of women in the workforce and on boards) and their involvement in controversies (e.g. controversies related to gender-based discrimination or abuse).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,9b875ee0-828f-4c43-9479-2a0e39de57f5,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG11_STRONG_MISALIGN_PCT,Fund SDG 11 Strongly Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Strongly Misaligned with SDG 11 (Sustainable Cities and Communities) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to suppressed civil rights and access to basic needs such as housing).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,29f0593e-6b22-4ae0-a3c4-5fea4977725e,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG17_ANY_ALIGN_PCT,Fund SDG 17 Any Alignment (%),The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 17 (Partnerships for the Goals) based its support for and implementation of human rights polices and their involvement in controversies (e.g. controversies related to human rights abuses or business ethics misconduct).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,f94e5a2b-26ca-46ff-849b-b7e3d581e926,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG08_STRONG_MISALIGN_PCT,Fund SDG 08 Strongly Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Strongly Misaligned with SDG 08 (Decent Work and Economic Growth) based on the nature of their product and services and their operational alignment to the goal (e.g. strikes or lock outs in operations and their involvement in controversies (e.g. controversies related to labor relations and employment practices).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,104376e1-f3f7-4f71-a81c-2690f85c8d45,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_MISALIGN_PCT,Fund SDG 16 Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 16 (Peace, Justice and Strong Institutions)based on the nature of their product and services (e.g. nuclear weapons and firearms) and their operational alignment to the goal (e.g. significant vote against pay practices) and their involvement in controversies (e.g. controversies related to bribery, fraud, human rights violations or money laundering).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,cd68349b-9ed9-4c0a-8f44-fb63b1bcffe7,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG13_NEUTRAL_PCT,Fund SDG 13 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 13 (Climate Action) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,cedc4bb7-db22-43be-912b-f3dd188a49ad,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG05_MISALIGN_PCT,Fund SDG 05 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 05 (Gender Equality) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to gender-based discrimination or abuse).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,3bce78b7-d0e4-4653-aaea-9659a3c24fd6,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_EXP_TO_SUST_WATER_PCT,Fund Weighted Average Exposure to Sustainable Water Revenue (%),Fund exposure to Sutainable Water is the weighted average of each issuer's percent of revenue generated from goods and services that attempt to resolve water scarcity and water quality issues.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,5cda7223-6e4b-424b-af2c-3ea78e692a19,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG11_MISALIGN_PCT,Fund SDG 11 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 11 (Sustainable Cities and Communities) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to suppressed civil rights and access to basic needs such as housing).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,ee961d95-dced-496b-9c51-75823b9217ce,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SOCIAL_FIN_INVOLV_PCT,Fund SME Finance Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from SME Finance goods and services. Additionally, SME Finance revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,a1c88fac-ef38-4ffd-b372-36de5e2ec246,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG15_ANY_ALIGN_PCT,Fund SDG 15 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 15 (Life on Land) based on the nature of their product and services (e.g. environmental remediation) and their operational alignment to the goal (e.g. controversies related to pollution, and adverse impact on land and communities).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,379ae7ea-970e-43e1-9db3-12f253ce9c22,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG04_MISALIGN_PCT,Fund SDG 04 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 04 (Quality Education) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to limiting access to education and use of child or forced labor).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,3c0a5d0d-d9b5-4055-9540-0872e8edb67d,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_EDU_SERVICES_INVOLV_PCT,Fund Education Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from education goods and services. Additionally, education revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,ef55704d-7cd7-41b6-aeb4-f5b55773587a,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_CONNECTIVITY_MAX_REV_INVOLV_PCT,Fund Connectivity - Digital Divide Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from products, services, or infrastructure that support internet connectivity in the Least Developed Countries as defined by the United Nations. Additionally, connectivity revenue from companies with negative externalities are excluded. Negative externalities refer ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,6a4042f1-707d-448e-a877-d8c401ef7462,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG03_ACHIEVE_SIGNAL,Fund SDG 03 Achievement Signal,The fund's level of alignment in the achievement of SDG 03 (Good Health and Well-being) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,7b599d32-dfe3-4217-8229-f19a83295ca5,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_POLL_PREV_PCT,Fund Revenue Exposure to Pollution Prevention (%),"A fund’s exposure to Pollution Prevention is the portfolio weighted average of each company’s percent of revenue generated by Pollution Prevention goods and services. Additionally, Pollution Prevention revenue from companies with negative externalities is excluded.  Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,5a880944-2cf7-4049-a646-8e6537910e78,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG14_MISALIGN_PCT,Fund SDG 14 Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 14 (Life Below Water) based on the extent of its revenue from plastic resin and plastic packaging manufacturing, involvement in commercial fishing, offshore drilling, and controversies related to diverse impact on marine ecology.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,80ee77b1-98f7-47ad-bdfe-f8089afc58fd,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_ANY_ALIGN_PCT,Fund SDG 12 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 12 (Responsible Consumption and Production) based  on its revenues from product contributing to climate change mitigation and the protection of natural capital and their operational alignment to the goal (e.g. positive performance trends in resource management, resource efficiency measures and reduction targets) and their involvement in controversies (e.g. controversies related to environmental violations).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,3956474e-5387-4fd7-b695-e584762ea1c2,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_ACHIEVE_SIGNAL,Fund SDG 16 Achievement Signal,"The fund's level of alignment in the achievement of SDG 16 (Peace, Justice and Strong Institutions) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.",,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,339e4333-2397-415e-8376-0fe2eddccd87,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_GREEN_BLDG_INVOLV_PCT,Fund Green Building Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from green building goods and services. Additionally, environmental impact revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,5d039ff5-7e62-41d8-99bf-6ee0359b3572,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG03_ANY_MISALIGN_PCT,Fund SDG 03 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 03 (Good Health and Well-being) based on the nature of their product and services (e.g. tobacco-related products) and their operational alignment to the goal (e.g. controversies related to employee and consumer safety, and accessibility to healthcare products and services).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,e5696754-e356-477a-9388-873148ce2528,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG11_ANY_MISALIGN_PCT,Fund SDG 11 Any Misalignment (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 11 (Sustainable Cities and Communities) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to suppressed civil rights and access to basic needs such as housing).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,b00fa2ab-91cb-4f42-ae5a-17222a9c3ba0,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG14_ALIGN_PCT,Fund SDG 14 Aligned (%),The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 14 (Life Below Water) based on the nature of their product and services (e.g. environmental remediation and waste water treatment revenue) and their operational alignment to the goal (e.g. sourcing certified sustainable seafood) and their involvement in controversies (e.g. controversies related to diverse impact on marine ecology).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,5c51e426-2142-429a-b7be-f7e074077ccb,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG06_STRONG_ALIGN_PCT,Fund SDG 06 Strongly Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 06 (Clean Water and Sanitation) based on the nature of their product and services (e.g. revenues from sanitation related products and services, sustainable agriculture and sustainable water projects) and their operational alignment to the goal (e.g. evidence of water reduction targets and water recycling initiatives) and their involvement in water-related controversies.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,4f5c4b7d-c8c0-4e8f-9feb-7fb4d3ca8fcc,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_GREEN_BLDG_PCT,Fund Revenue Exposure to Green Building (%),"A fund’s exposure to Green Building is the portfolio weighted average of each company’s percent of revenue generated by Green Building goods and services. Additionally, Green Building revenue from companies with negative externalities is excluded.  Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,cde78a23-6729-42dd-bba0-4e345c76d233,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG04_ACHIEVE_SIGNAL,Fund SDG 04 Achievement Signal,The fund's level of alignment in the achievement of SDG 04 (Quality Education) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,3ed4f825-9bfa-4c8d-942c-28fea9b8070e,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG05_ACHIEVE_SIGNAL,Fund SDG 05 Achievement Signal,The fund's level of alignment in the achievement of SDG 05 (Gender Equality) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned  minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,3bdc3f2e-02c1-41ec-b606-c840f580979f,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG02_MISALIGN_PCT,Fund SDG 02 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 02 (Zero Hunger) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to product quality and production practices).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,63033f89-9b2f-4ec7-a785-a5c846ecdbe0,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_NEUTRAL_PCT,Fund SDG 12 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 12 (Responsible Consumption and Production) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,08e438e4-2224-42f2-b48a-21e829b2c258,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_ALIGN_PCT,Fund SDG 12 Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 12 (Responsible Consumption and Production) based on its revenues from product contributing to climate change mitigation and the protection of natural capital and their operational alignment to the goal (e.g. positive performance trends in resource management, resource efficiency measures and reduction targets) and their involvement in controversies (e.g. controversies related to environmental violations).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,a1432a26-6696-4591-a2b8-4bdf3eb2812d,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG05_NEUTRAL_PCT,Fund SDG 05 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 05 (Gender Equality) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,2ad99cf4-61ff-4ccb-8686-06d64e8c0bac,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_EXP_TO_CT_SUST_AG_MAX_REV,Fund Weighted Average Exposure to Sustainable Agriculture (%),Fund Weighted Average Exposure to Sustainable Agriculture is the weighted average of each issuer's percent of revenue generated from agricultural goods produced using certified sustainable or organic practices.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,da4aa66f-afdb-481d-82bd-aeea6521220f,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_ANY_MISALIGN_PCT,Fund SDG 16 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 16 (Peace, Justice and Strong Institutions) based on the nature of their product and services (e.g. nuclear weapons and firearms) and their operational alignment to the goal (e.g. significant vote against pay practices) and their involvement in controversies (e.g. controversies related to bribery, fraud, human rights violations or money laundering).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,4796e296-3cf8-4839-a795-ae3ef3cb7740,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_NEUTRAL_PCT,Fund SDG 16 Neutral (%),"The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 16 (Peace, Justice and Strong Institutions) based on the nature of their product and services and their operational alignment to the goal.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,5dab7128-99ed-4a1b-8fd0-2cbc3c642db2,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SUSTAINABLE_IMPACT_INVOLV_PCT,Fund Sustainable Impact Solutions Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from sustainable impact solutions goods and services. Additionally, sustainable impact solutions revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,b28c6992-92f1-47ad-87ff-f84cc49d5e6c,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG15_NEUTRAL_PCT,Fund SDG 15 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 15 (Life on Land) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,481114d6-7fa2-4e9f-ac6a-48a7f8e01622,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG07_ANY_MISALIGN_PCT,Fund SDG 07 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 07 (Affordable and Clean Energy) based on the nature of their product and services (e.g. fossil fuel based energy generation and related products) and their operational alignment to the goal (e.g. locked-in fossil fuel servers) and their involvement in controversies (e.g. controversies related to energy and climate change, restricted access, predatory practices, and product and service quality/safety by utilities).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,322ff2d8-61b4-432c-9079-6c065d608425,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG08_MISALIGN_PCT,Fund SDG 08 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 08 (Decent Work and Economic Growth) based on the nature of their product and services and their operational alignment to the goal (e.g. strikes or lock outs in operations and their involvement in controversies (e.g. controversies related to labor relations and employment practices).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,d815cbf2-a46e-4815-829d-437f3cb8dd78,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_ANY_MISALIGN_PCT,Fund SDG 12 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 12 (Responsible Consumption and Production)  based on its revenue from fossil fuels (e.g. generation, exploration, mining, production and turbines) and their operational alignment to the goal (e.g. involvement in resource-intensive activities) and their involvement in controversies (e.g. controversies related to environmental violations).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,e4653ab2-e0be-44a1-86be-65a2b54e86b8,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SOCIAL_IMPACT_INVOLV_PCT,Fund Social Impact Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from social impact goods and services. Additionally, social impact revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,4a89fadc-8aad-4ec6-8ddf-d2d644b40d94,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG17_ALIGN_PCT,Fund SDG 17 Aligned (%),The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 17 (Partnerships for the Goals) based on its support for and implementation of human rights polices and their involvement in controversies (e.g. controversies related to human rights abuses or business ethics misconduct).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,c14b63cb-96e3-463a-9a4f-fd8ad1a7de64,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG13_ANY_ALIGN_PCT,Fund SDG 13 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 13 (Climate Action) based on the nature of their product and services (e.g. alternative energy) and their operational alignment to the goal (e.g. energy and carbon reduction targets, initiatives and performance track record) and their involvement in controversies (e.g. controversies related to climate change).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,2d21a366-eb64-4936-94c3-5f742211976c,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_ENERGY_EFF_INVOLV_PCT,Fund Energy Efficiency Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from energy efficiency goods and services. Additionally, energy efficiency from companies with negative externalities are excluded. Negative externalities refer ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,e5cf9af4-65ae-4213-aace-ec58a1d8c26e,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG01_ACHIEVE_SIGNAL,Fund SDG 01 Achievement Signal,The fund's level of alignment in the achievement of SDG 01 (No Poverty) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,847a26b8-522e-4431-9f3b-e8c481235440,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG10_ANY_ALIGN_PCT,Fund SDG 10 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 10 (Reduced Inequalities) based on the nature of their product and services (e.g. education services, SME financing and connectivity) and their operational alignment to the goal (e.g. labor relations policies, support for union representation and workforce diversity) and their involvement in controversies (e.g. controversies related to restricted access to products and services, discrimination, or violation of labor or human rights).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,9c1145bc-1313-4417-8a30-8db4a61baa94,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
